ID,CHILD_DRIV,AGE,CHILDREN,YOJ,INCOME,HOUSE_VAL,STATUS,GENDER,EDU_LEVEL,JOB,DISTANCE,CAR_USE,VEHICLE_VAL,VEHICLE_TYPE,CLM_FREQ,REVOKED,MVR_PTS,CLAIM_AMOUNT,VEHICLE_AGE,CLAIM_IND,AREA,STATE_CODE
4179205655,1,52,1,12,"$101,756","$612,456",z_No,Mal,Bachelors,Professional,71,Private,"$16,860",Minivan,6,No,2,$260,,0,Highly Urban/ Urban,Bayern
5747864367,0,44,0,9,"$108,591","$1,201,270",Yes,Mal,Masters,,58,Commercial,"$21,460",Van,2,No,0,$208,15,0,Highly Urban/ Urban,Bayern
3326173021,0,47,1,16,,"$163,470",Yes,Mal,z_High School,Clerical,114,Commercial,"$30,370",Panel Truck,2,No,3,$318,3,0,Highly Urban/ Urban,Nordrhein-Westfalen
2849443723,0,66,0,9,"$90,635","$954,521",z_No,Fem,Masters,Professional,85,Private,"$30,110",Minivan,0,No,2,$344,17,0,Highly Urban/ Urban,Berlin
2394887234,0,51,1,15,"$72,362","$611,320",Yes,Fem,Masters,,66,Commercial,"$27,250",Panel Truck,3,No,1,$321,17,0,Highly Urban/ Urban,Bayern
4585184910,0,57,0,13,"$186,165","$580,375",z_No,Mal,Bachelors,Teacher,92,Commercial,"$5,600",Pickup,2,No,0,$294,14,0,z_Highly Rural/ Rural,Thueringen
3783825062,0,53,0,3,"$1,360",,z_No,Fem,z_High School,Home Maker,53,Private,"$6,500",unknown,0,No,2,$326,3,0,Highly Urban/ Urban,Bayern
1.18291E10,0,61,0,17,"$47,377","$459,047",Yes,Mal,Masters,Manager,66,Private,"$6,800",Pickup,2,No,2,$295,15,0,Highly Urban/ Urban,Bayern
9700181679,0,52,0,13,"$43,581","$465,231",z_No,Fem,z_High School,Clerical,90,Private,"$10,360",unknown,1,Yes,2,"$5,364",3,1,Highly Urban/ Urban,Berlin
2972419073,0,50,0,18,"$105,738","$1,303,086",Yes,Fem,PhD,Doctor,70,Private,"$12,020",Minivan,2,No,0,$197,10,0,Highly Urban/ Urban,Bayern
4796102044,0,96,0,16,"$31,829","$413,465",Yes,Mal,z_High School,Professional,87,Private,"$10,930",Sports Car,2,No,6,$228,3,0,z_Highly Rural/ Rural,Bayern
7881201606,3,38,4,13,"$148,607","$415,243",z_No,Mal,PhD,Professional,57,Commercial,"$28,870",Panel Truck,4,No,5,"$7,084",27,1,Highly Urban/ Urban,Bayern
7021864579,0,41,0,8,"$61,415","$512,343",z_No,Mal,Bachelors,Teacher,97,Commercial,"$23,480",Panel Truck,2,No,0,$204,3,0,z_Highly Rural/ Rural,Thueringen
6193839076,0,58,0,15,"$131,522","$716,082",z_No,Fem,Bachelors,Teacher,62,Commercial,"$29,990",Panel Truck,0,No,2,$318,9,0,z_Highly Rural/ Rural,Bayern
1050503104,1,51,2,15,"$10,847",,z_No,Mal,<High School,Teacher,56,Commercial,"$19,320",Van,0,No,4,$315,3,0,z_Highly Rural/ Rural,Brandenburg
3133991822,0,87,0,8,"$101,288","$355,758",Yes,Fem,Masters,Nurse,65,Private,"$22,300",unknown,0,No,5,$275,22,0,Highly Urban/ Urban,Hessen
1228716771,0,46,3,16,"$24,925","$288,561",z_No,Fem,z_High School,Student,54,Commercial,"$6,840",unknown,3,Yes,2,"$6,677",3,1,Highly Urban/ Urban,Thueringen
432032814,0,61,0,14,"$105,663","$347,968",Yes,Fem,Masters,Nurse,79,Private,"$6,300",Sports Car,2,No,0,$288,18,0,Highly Urban/ Urban,Bayern
3089641920,1,75,1,14,"$67,322","$395,824",Yes,Mal,PhD,,66,Commercial,"$28,600",Panel Truck,1,No,6,$248,19,0,Highly Urban/ Urban,Bayern
34411814,0,36,2,14,,"$194,337",z_No,Mal,Bachelors,Professional,50,Private,"$16,080",Minivan,0,No,0,$303,3,0,Highly Urban/ Urban,Brandenburg
8561403647,2,49,3,15,"$54,033","$295,971",z_No,Fem,Masters,Nurse,84,Private,"$23,100",Pickup,4,No,5,"$6,786",15,1,Highly Urban/ Urban,Bayern
6731659293,2,32,3,16,"$49,583","$563,319",Yes,Fem,<High School,Teacher,66,Private,"$25,620",Sports Car,2,No,4,$307,3,0,z_Highly Rural/ Rural,Bayern
1199910904,0,55,0,,"$121,510","$677,878",Yes,Mal,Masters,,65,Commercial,"$20,800",Van,2,No,3,$268,17,0,Highly Urban/ Urban,Hessen
3639777213,0,43,0,11,"$57,655","$200,226",z_No,Fem,z_High School,Teacher,70,Commercial,"$20,720",unknown,1,Yes,5,$254,14,0,z_Highly Rural/ Rural,Bayern
6600873104,0,59,0,18,"$36,658","$594,789",z_No,Mal,z_High School,Manager,69,Private,"$9,910",Pickup,2,No,2,$330,8,0,Highly Urban/ Urban,Bayern
1043825798,0,48,0,15,"$66,777","$206,115",z_No,Mal,z_High School,Professional,67,Private,"$17,880",Van,2,No,2,$305,3,0,z_Highly Rural/ Rural,Bayern
3047249839,0,58,0,17,"$105,026","$411,099",z_No,Mal,Masters,Nurse,64,Private,"$24,840",Minivan,2,No,0,$293,18,0,Highly Urban/ Urban,Bayern
6449923377,0,69,0,3,$560,"$295,540",Yes,Mal,<High School,Student,107,Private,"$7,070",Pickup,2,No,2,$156,3,0,z_Highly Rural/ Rural,Hessen
1308441942,0,59,0,3,"$23,648","$838,320",Yes,Fem,Bachelors,Home Maker,59,Private,"$8,130",unknown,2,No,4,$326,16,0,Highly Urban/ Urban,Bayern
2718415843,0,48,2,13,"$48,183","$583,011",z_No,Fem,z_High School,Teacher,72,Commercial,"$4,600",Sports Car,5,No,2,$410,3,0,Highly Urban/ Urban,Bayern
6418345136,0,62,0,17,"$26,795","$162,858",Yes,Fem,z_High School,Clerical,98,Private,"$11,340",unknown,0,No,3,$351,3,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
6548306626,0,73,0,11,"$47,553","$269,712",Yes,Fem,Bachelors,Teacher,85,Commercial,"$11,300",Minivan,4,No,7,$320,8,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1441325518,0,70,0,13,"$72,339","$494,676",z_No,Mal,Bachelors,Teacher,79,Commercial,"$22,010",Van,4,Yes,3,"$4,127",11,1,Highly Urban/ Urban,Bayern
2421932397,0,70,0,16,"$37,974","$503,999",Yes,Fem,z_High School,Teacher,77,Commercial,"$10,260",unknown,2,No,11,"$2,760",3,1,Highly Urban/ Urban,Nordrhein-Westfalen
9375202375,0,72,0,17,"$161,955","$435,900",Yes,Mal,PhD,Nurse,85,Private,"$22,940",Minivan,0,No,4,$356,13,0,Highly Urban/ Urban,Brandenburg
2120323298,0,35,1,12,"$84,676","$363,380",z_No,Fem,z_High School,Professional,57,Commercial,"$37,720",Panel Truck,0,No,7,"$20,235",3,1,Highly Urban/ Urban,Bayern
524857201,0,48,0,16,"$21,822","$235,051",z_No,Fem,z_High School,Home Maker,67,Private,"$1,930",Sports Car,0,No,5,$364,10,0,z_Highly Rural/ Rural,Bayern
1732203017,0,58,0,12,"$17,428","$645,991",Yes,Fem,<High School,Clerical,64,Private,"$16,540",unknown,0,No,2,$346,3,0,Highly Urban/ Urban,Bayern
824714382,0,90,0,16,"$82,908","$573,202",Yes,Fem,z_High School,Professional,50,Private,"$7,850",Sports Car,3,No,6,$258,3,0,Highly Urban/ Urban,Bayern
1.1267E10,0,62,0,19,"$140,267","$409,643",Yes,Mal,Masters,Nurse,50,Private,"$21,910",Van,2,No,2,$364,20,0,Highly Urban/ Urban,Bayern
3511973106,0,77,0,16,"$75,358","$610,032",z_No,Fem,Bachelors,Manager,94,Private,"$14,340",Sports Car,0,No,5,$248,3,0,Highly Urban/ Urban,Bayern
1926651350,0,47,0,10,"$108,699","$394,563",z_No,Fem,Bachelors,Professional,91,Private,"$17,440",Minivan,1,No,4,$394,14,0,Highly Urban/ Urban,Bayern
4187101382,1,63,2,15,"$84,363","$409,502",z_No,Fem,z_High School,Teacher,76,Commercial,"$19,050",unknown,4,No,2,"$7,069",,1,z_Highly Rural/ Rural,Thueringen
5201907449,0,43,0,14,"$46,876","$512,830",z_No,Mal,<High School,Teacher,72,Private,"$9,160",Pickup,1,No,7,$344,3,0,Highly Urban/ Urban,Bayern
4167461992,0,44,0,,,"$788,192",Yes,Fem,PhD,Nurse,93,Private,"$16,810",Minivan,2,No,1,$344,16,0,Highly Urban/ Urban,Bayern
5239575204,0,49,1,3,$560,"$453,453",z_No,Fem,<High School,Student,82,Private,"$4,500",Sports Car,5,No,7,$327,8,0,Highly Urban/ Urban,Bayern
3648964073,0,48,0,14,"$192,830","$1,017,988",z_No,Mal,PhD,Doctor,73,Private,"$5,900",Pickup,2,No,3,$300,16,0,Highly Urban/ Urban,Bayern
2143073631,0,53,0,16,,"$207,946",Yes,Fem,z_High School,Clerical,81,Private,"$7,550",unknown,0,Yes,0,"$1,798",3,1,Highly Urban/ Urban,Bayern
2739532792,1,57,1,6,"$155,171","$347,451",z_No,Mal,Masters,Nurse,98,Private,"$31,830",Minivan,2,Yes,2,$269,21,0,Highly Urban/ Urban,Sachsen
4805015774,0,47,0,14,"$43,992",,Yes,Mal,Bachelors,Teacher,89,Commercial,"$12,490",Minivan,0,No,2,$313,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
7688086344,0,49,0,10,"$26,674","$129,558",z_No,Fem,Masters,Nurse,81,Private,"$9,780",Minivan,4,No,4,"$3,592",10,1,Highly Urban/ Urban,Bayern
6378549699,0,64,0,15,"$39,349","$461,640",z_No,Fem,Bachelors,Clerical,66,Private,"$1,500",unknown,2,No,0,$316,15,0,z_Highly Rural/ Rural,Thueringen
4693694472,0,36,3,16,"$99,445","$544,027",Yes,Mal,Bachelors,Teacher,116,Commercial,"$22,490",Van,0,No,2,$311,,0,z_Highly Rural/ Rural,Hessen
4196782551,1,54,2,,"$64,175","$272,804",Yes,Fem,Bachelors,Professional,54,Private,"$12,930",unknown,3,No,7,"$6,494",12,1,Highly Urban/ Urban,Bayern
3957696783,0,26,3,19,"$36,146","$372,655",Yes,Mal,z_High School,Clerical,74,Commercial,"$5,060",Pickup,3,Yes,7,"$4,539",3,1,Highly Urban/ Urban,Bayern
9914835502,0,40,3,14,"$15,421","$543,832",Yes,Fem,z_High School,Clerical,75,Private,"$9,990",unknown,0,Yes,4,"$8,498",3,1,Highly Urban/ Urban,Hessen
1.39975E10,0,62,0,15,"$128,586","$420,755",Yes,Fem,PhD,Manager,72,Commercial,"$21,170",Pickup,0,No,4,$343,,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1.16823E10,0,59,0,10,,"$206,115",z_No,Fem,z_High School,Teacher,82,Commercial,"$16,650",Sports Car,2,No,0,$299,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
981813509,0,44,0,13,"$47,029","$247,675",z_No,Mal,Masters,Manager,79,Commercial,"$9,840",Pickup,2,Yes,2,$307,11,0,Highly Urban/ Urban,Bayern
1103234131,0,38,1,13,"$74,916","$304,129",Yes,Fem,Bachelors,Manager,86,Private,"$1,500",unknown,2,No,8,$403,15,0,Highly Urban/ Urban,Bayern
5721059345,0,47,5,13,,"$315,751",Yes,Mal,z_High School,Teacher,78,Commercial,"$18,870",Van,2,Yes,7,$245,3,0,Highly Urban/ Urban,Bayern
3699201535,0,68,0,11,"$38,055",,Yes,Fem,z_High School,Clerical,88,Private,"$7,090",Sports Car,3,No,4,$291,3,0,Highly Urban/ Urban,Bayern
3573388503,0,59,0,16,"$138,895","$451,639",z_No,Mal,PhD,Doctor,71,Private,"$21,190",Minivan,0,No,3,$274,12,0,Highly Urban/ Urban,Berlin
1671941961,0,74,0,19,"$65,563","$393,832",Yes,Fem,z_High School,Professional,65,Private,"$13,460",unknown,5,No,2,$212,9,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
605468112,0,51,3,18,,"$543,852",Yes,Fem,Masters,Nurse,84,Private,"$15,270",Minivan,2,No,2,"$6,362",18,1,Highly Urban/ Urban,Bayern
3694697787,1,54,2,,"$160,687","$516,895",Yes,Mal,<High School,Teacher,76,Private,"$21,370",Minivan,4,No,4,$289,3,0,Highly Urban/ Urban,Bayern
311723061,1,50,3,9,"$31,011",,z_No,Fem,<High School,Clerical,82,Private,"$22,300",Minivan,2,No,2,"$3,811",7,1,Highly Urban/ Urban,Thueringen
5999152219,2,63,2,17,"$71,993","$301,973",Yes,Fem,Bachelors,Clerical,81,Private,"$14,330",Minivan,2,No,7,$268,8,0,Highly Urban/ Urban,Nordrhein-Westfalen
4230590570,0,35,0,10,"$18,122","$82,446",z_No,Mal,z_High School,Clerical,51,Private,"$14,320",Minivan,2,No,0,$350,3,0,z_Highly Rural/ Rural,Bayern
3010382638,1,77,1,10,"$102,899","$182,559",z_No,Fem,PhD,,54,Commercial,"$27,420",Van,2,No,8,"$5,636",13,1,Highly Urban/ Urban,Brandenburg
4812906842,0,49,0,16,"$26,972","$334,468",Yes,Mal,z_High School,Clerical,88,Commercial,"$10,060",Pickup,5,No,7,"$5,822",9,1,Highly Urban/ Urban,Bayern
3805242583,0,68,0,15,"$48,208",,Yes,Mal,Bachelors,Manager,77,Commercial,"$27,690",Panel Truck,4,No,6,$249,12,0,Highly Urban/ Urban,Thueringen
4472428769,0,47,0,3,,"$606,567",Yes,Fem,<High School,Student,71,Private,"$13,640",unknown,2,No,2,$306,7,0,z_Highly Rural/ Rural,Bayern
1.26662E10,0,50,2,,"$13,310","$363,566",Yes,Mal,<High School,Clerical,68,Private,"$6,180",Minivan,2,No,0,$368,3,0,z_Highly Rural/ Rural,Hessen
2951837586,0,70,0,15,"$75,021","$390,466",Yes,Mal,Bachelors,Manager,115,Private,"$13,430",Minivan,0,No,2,$393,13,0,Highly Urban/ Urban,Sachsen-Anhalt
1991279730,0,45,2,17,"$84,379","$744,588",Yes,Fem,z_High School,Teacher,78,Commercial,"$9,840",Sports Car,3,No,5,"$5,388",3,1,Highly Urban/ Urban,Bayern
3590269019,0,53,0,14,"$125,705","$94,224",z_No,Fem,Masters,Nurse,90,Private,"$27,150",Pickup,2,No,2,$311,,0,Highly Urban/ Urban,Bayern
5697694214,0,41,0,13,"$130,486","$294,450",z_No,Mal,Masters,Professional,107,Private,"$15,650",Minivan,3,No,1,$361,11,0,Highly Urban/ Urban,Brandenburg
3387508573,0,60,0,17,"$97,822","$662,843",z_No,Mal,Bachelors,Teacher,65,Private,"$15,150",Minivan,2,No,2,$289,14,0,Highly Urban/ Urban,Bayern
4755091194,0,53,0,13,"$64,017","$468,606",Yes,Mal,Bachelors,Professional,78,Commercial,"$28,770",Panel Truck,2,No,7,$228,10,0,Highly Urban/ Urban,Thueringen
593029297,0,68,0,10,"$66,883","$267,560",Yes,Mal,Bachelors,Manager,75,Commercial,"$29,800",Panel Truck,4,No,2,$272,10,0,Highly Urban/ Urban,Hessen
1518537358,0,60,0,17,"$30,255","$176,558",Yes,Mal,z_High School,Clerical,73,Private,"$9,230",Pickup,0,No,8,$409,3,0,z_Highly Rural/ Rural,Bayern
503186544,0,47,0,,"$60,773","$764,398",Yes,Mal,z_High School,Professional,74,Private,"$22,630",Minivan,2,No,4,$360,9,0,Highly Urban/ Urban,Hessen
7604272359,0,33,0,12,"$37,323","$240,739",Yes,Mal,<High School,Teacher,57,Private,"$6,550",Pickup,3,No,6,$297,7,0,Highly Urban/ Urban,Thueringen
4750542303,0,62,0,15,"$93,960","$488,395",Yes,Mal,z_High School,Teacher,71,Commercial,"$16,240",Van,1,No,2,$286,3,0,Highly Urban/ Urban,Thueringen
5409322268,0,77,0,14,"$72,499","$70,668",z_No,Mal,Bachelors,Manager,59,Private,"$13,790",Minivan,2,No,4,$298,10,0,Highly Urban/ Urban,Thueringen
1628699845,0,49,0,15,,"$334,685",Yes,Fem,Bachelors,Teacher,79,Private,"$11,020",unknown,1,No,7,$294,12,0,Highly Urban/ Urban,Hessen
6151928777,0,72,0,12,"$104,033","$499,025",z_No,Fem,Bachelors,Manager,74,Private,"$28,750",Pickup,0,No,0,$269,3,0,Highly Urban/ Urban,Hessen
2180582487,0,65,1,15,"$81,090","$331,860",Yes,Mal,z_High School,Teacher,51,Commercial,"$5,700",Minivan,1,Yes,9,"$3,850",3,1,Highly Urban/ Urban,Thueringen
4738380509,0,66,0,10,"$10,792","$288,982",Yes,Fem,Masters,Home Maker,78,Private,"$24,470",Minivan,2,No,5,$276,20,0,Highly Urban/ Urban,Hessen
9487537696,0,47,0,14,"$67,571","$159,003",z_No,Fem,<High School,Teacher,84,Commercial,"$25,740",Van,3,No,4,$372,3,0,Highly Urban/ Urban,Hessen
1922503751,0,56,0,3,"$1,360","$195,414",z_No,Fem,z_High School,Home Maker,117,Private,"$20,230",Minivan,0,No,0,$260,10,0,z_Highly Rural/ Rural,Bayern
5233811135,0,44,2,,"$99,746","$348,469",Yes,Mal,Bachelors,Manager,80,Commercial,"$16,820",Van,0,No,7,$277,11,0,Highly Urban/ Urban,Bayern
7623291951,0,34,0,14,"$165,753","$300,339",z_No,Fem,Masters,,74,Commercial,"$27,170",Pickup,2,Yes,2,$279,19,0,Highly Urban/ Urban,Sachsen-Anhalt
2614034128,0,50,2,15,"$11,419","$364,621",Yes,Fem,<High School,Home Maker,90,Commercial,"$19,150",Van,0,No,5,$267,6,0,z_Highly Rural/ Rural,Sachsen-Anhalt
5285378732,0,49,0,14,"$99,132","$70,668",z_No,Mal,Bachelors,Teacher,72,Commercial,"$17,020",Van,4,No,7,"$3,461",12,1,Highly Urban/ Urban,Berlin
2370168428,1,42,2,16,"$81,143","$1,030,575",z_No,Fem,Bachelors,Teacher,67,Commercial,"$15,500",Minivan,1,No,7,"$3,707",14,1,Highly Urban/ Urban,Sachsen-Anhalt
5644096847,0,43,3,14,"$28,499","$547,677",z_No,Fem,z_High School,Clerical,63,Private,"$4,290",Sports Car,2,No,0,$282,8,0,z_Highly Rural/ Rural,Thueringen
4602977700,0,58,2,14,"$37,433",,Yes,Mal,<High School,Clerical,77,Commercial,"$22,690",Panel Truck,4,No,7,$272,8,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1534859618,0,30,0,3,$960,"$111,891",z_No,Mal,<High School,Student,67,Private,"$3,700",Minivan,2,No,4,"$5,679",3,1,Highly Urban/ Urban,Bayern
1.16295E10,2,62,2,16,"$143,511","$403,344",z_No,Fem,Masters,Nurse,61,Private,"$5,900",Sports Car,1,No,12,$277,20,0,Highly Urban/ Urban,Thueringen
8110149033,0,50,0,10,"$25,345","$425,338",Yes,Fem,Bachelors,Home Maker,108,Private,"$9,480",Sports Car,5,No,0,$298,11,0,Highly Urban/ Urban,Thueringen
1925981162,0,70,0,3,$960,"$143,482",Yes,Fem,<High School,Student,75,Private,"$7,500",unknown,3,No,10,"$4,054",3,1,Highly Urban/ Urban,Bayern
780098917,1,54,2,17,"$21,886","$787,503",Yes,Mal,z_High School,Clerical,68,Private,"$9,000",Pickup,3,Yes,7,$214,3,0,Highly Urban/ Urban,Thueringen
1878987152,0,72,0,15,"$90,864","$481,414",z_No,Fem,Masters,Nurse,95,Private,"$10,450",unknown,4,No,5,$270,21,0,Highly Urban/ Urban,Brandenburg
5377583926,0,54,0,16,"$35,415","$418,119",z_No,Mal,PhD,Manager,107,Commercial,"$28,170",Panel Truck,2,No,3,$314,17,0,Highly Urban/ Urban,Hessen
2804190246,1,54,2,10,"$27,641","$178,366",z_No,Fem,Bachelors,Professional,55,Private,"$14,560",unknown,0,No,3,$280,15,0,z_Highly Rural/ Rural,Bayern
8146792132,1,54,1,10,"$57,730","$510,519",Yes,Fem,<High School,Teacher,86,Private,"$26,320",Minivan,2,No,2,$274,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
5881592434,0,45,0,10,"$90,915","$421,357",Yes,Fem,PhD,Nurse,88,Private,"$26,740",Minivan,0,No,2,$388,3,0,Highly Urban/ Urban,Nordrhein-Westfalen
1227505429,0,49,0,13,"$44,636",,z_No,Fem,z_High School,Teacher,67,Commercial,"$10,770",unknown,3,No,7,"$3,487",9,1,Highly Urban/ Urban,Thueringen
9672518894,0,56,2,13,"$27,930","$117,780",z_No,Mal,z_High School,Teacher,70,Commercial,"$13,670",Minivan,3,No,7,"$4,755",9,1,Highly Urban/ Urban,Bayern
884626740,0,56,0,17,"$64,126","$490,400",Yes,Fem,z_High School,Professional,71,Private,"$12,990",unknown,2,No,0,$262,3,0,Highly Urban/ Urban,Bayern
3902352292,0,71,0,17,"$46,070","$578,966",Yes,Mal,Bachelors,Teacher,67,Commercial,"$14,860",unknown,2,No,2,"$4,554",11,1,Highly Urban/ Urban,Bayern
6031593804,0,84,2,13,"$48,522","$511,138",Yes,Fem,z_High School,Teacher,61,Commercial,"$21,880",Pickup,1,No,2,$348,9,0,Highly Urban/ Urban,Thueringen
664588144,3,68,3,13,"$44,448","$17,667",z_No,Fem,<High School,Teacher,93,Private,"$9,950",unknown,0,No,6,"$5,791",3,1,Highly Urban/ Urban,Bayern
7582960601,0,52,0,13,"$15,316","$294,777",Yes,Fem,z_High School,Home Maker,70,Private,"$11,310",unknown,2,No,8,$263,,0,Highly Urban/ Urban,Bayern
1068533640,0,53,0,10,"$70,456","$159,003",z_No,Mal,z_High School,Professional,88,Commercial,"$24,310",Panel Truck,2,No,4,$547,,1,Highly Urban/ Urban,Bayern
2405704958,0,69,0,3,$960,"$405,377",Yes,Fem,Bachelors,Home Maker,90,Private,"$23,800",Sports Car,1,No,5,$259,14,0,Highly Urban/ Urban,Sachsen-Anhalt
3185762946,0,52,0,11,"$63,951","$429,327",Yes,Fem,Bachelors,Manager,75,Private,"$12,300",unknown,1,No,3,$264,9,0,Highly Urban/ Urban,Hessen
8352451699,1,67,1,14,"$64,153","$547,677",z_No,Fem,Bachelors,Teacher,84,Commercial,"$23,410",Pickup,2,No,2,$359,12,0,z_Highly Rural/ Rural,Bayern
3982039554,0,35,0,16,"$82,947","$317,172",z_No,Mal,z_High School,Teacher,81,Private,"$14,800",Minivan,0,No,0,$349,10,0,z_Highly Rural/ Rural,Bayern
4524314572,0,69,0,13,"$41,628","$653,679",z_No,Mal,z_High School,Teacher,73,Commercial,"$21,130",Van,2,No,2,"$21,170",3,1,Highly Urban/ Urban,Bayern
7008561313,0,55,0,16,"$51,076","$442,069",Yes,Fem,z_High School,Manager,50,Private,"$11,850",unknown,0,No,0,$264,3,0,Highly Urban/ Urban,Berlin
9222446496,0,71,0,17,"$75,401","$879,859",Yes,Fem,Masters,Professional,63,Private,"$16,050",unknown,2,No,0,$381,3,0,Highly Urban/ Urban,Bayern
1249899201,0,66,0,11,"$130,953","$469,472",Yes,Mal,Masters,Manager,79,Private,"$22,360",Minivan,0,No,3,$370,13,0,Highly Urban/ Urban,Berlin
5063949006,0,59,3,,"$192,139","$537,664",Yes,Mal,PhD,Professional,53,Private,"$6,200",Sports Car,2,Yes,5,$271,15,0,Highly Urban/ Urban,Bayern
1976392234,0,54,0,17,"$100,363","$317,965",z_No,Fem,Bachelors,Professional,81,Private,"$16,520",unknown,0,No,3,$199,3,0,z_Highly Rural/ Rural,Bayern
7794086902,0,41,1,12,"$51,781","$196,160",Yes,Mal,<High School,Clerical,96,Private,"$16,550",Minivan,0,No,3,"$2,846",8,1,Highly Urban/ Urban,Brandenburg
5298907747,0,55,0,15,"$108,805","$1,122,977",Yes,Fem,Masters,Nurse,72,Private,"$15,880",unknown,2,No,0,$245,17,0,Highly Urban/ Urban,Berlin
3372535183,0,18,1,14,"$7,182","$29,445",Yes,Fem,z_High School,Student,67,Private,"$1,500",Sports Car,2,No,2,"$6,016",9,1,Highly Urban/ Urban,Berlin
5495210962,0,84,2,13,"$30,563","$601,537",Yes,Mal,z_High School,Teacher,71,Commercial,"$10,960",unknown,5,No,3,$250,3,0,Highly Urban/ Urban,Bayern
4269280628,0,39,0,16,"$44,860","$431,592",Yes,Mal,z_High School,Clerical,56,Private,"$19,760",Van,3,No,5,$254,10,0,Highly Urban/ Urban,Hessen
6464858878,0,35,0,3,$560,"$153,114",z_No,Fem,PhD,Home Maker,71,Private,"$22,490",Minivan,0,No,1,$293,17,0,Highly Urban/ Urban,Sachsen-Anhalt
4769242210,0,54,0,16,"$97,017","$280,989",Yes,Mal,Bachelors,Professional,121,Commercial,"$27,660",Panel Truck,0,No,2,"$4,542",11,1,Highly Urban/ Urban,Hessen
3747851548,0,6,0,11,"$170,559","$35,334",z_No,Mal,Masters,,76,Commercial,"$27,680",Panel Truck,3,No,8,$293,22,0,Highly Urban/ Urban,Bayern
2181744084,0,41,0,8,"$38,644","$226,142",z_No,Mal,Masters,Professional,74,Private,"$11,040",Minivan,4,No,5,$289,11,0,Highly Urban/ Urban,Bayern
2935524744,0,51,0,14,"$57,241","$479,648",z_No,Mal,Bachelors,Manager,99,Private,"$11,230",Minivan,1,No,3,$281,15,0,Highly Urban/ Urban,Bayern
1927101557,0,57,1,,"$51,344","$391,423",Yes,Mal,Bachelors,Manager,83,Private,"$14,990",Minivan,0,No,2,$277,11,0,Highly Urban/ Urban,Sachsen-Anhalt
9545254747,0,51,0,,"$76,779","$356,979",Yes,Fem,Bachelors,Professional,58,Private,"$9,120",unknown,2,No,2,$266,9,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
1333281322,0,59,0,,"$58,870","$393,930",Yes,Mal,Masters,Nurse,58,Private,"$13,610",Minivan,2,No,4,$381,15,0,Highly Urban/ Urban,Bayern
1.29522E10,0,66,2,17,"$76,383","$294,450",z_No,Mal,PhD,,73,Commercial,"$36,290",Panel Truck,5,No,6,$354,13,0,Highly Urban/ Urban,Hessen
1100158845,0,52,2,12,"$140,820","$639,858",z_No,Fem,PhD,,78,Commercial,"$33,210",Van,3,No,5,$323,13,0,Highly Urban/ Urban,Bayern
7634014389,0,61,0,16,"$105,028","$772,945",Yes,Mal,Bachelors,Professional,94,Commercial,"$27,950",Panel Truck,2,No,3,$158,13,0,Highly Urban/ Urban,Bayern
6269648842,0,31,0,15,"$113,774","$485,391",Yes,Mal,Masters,Manager,97,Commercial,"$25,630",Panel Truck,2,No,4,$262,19,0,Highly Urban/ Urban,Sachsen-Anhalt
7413016774,0,51,1,17,"$85,117","$811,366",Yes,Mal,Bachelors,Professional,94,Commercial,"$38,320",Panel Truck,3,No,6,$423,3,0,Highly Urban/ Urban,Thueringen
7740767974,0,46,1,15,"$142,336","$434,760",Yes,Mal,PhD,,107,Commercial,"$22,220",Van,0,No,2,$278,13,0,z_Highly Rural/ Rural,Bayern
2085940428,2,41,3,18,"$23,960","$350,438",Yes,Mal,<High School,Clerical,64,Private,"$10,680",Pickup,0,No,0,$254,10,0,z_Highly Rural/ Rural,Nordrhein-Westfalen
2106973609,0,66,0,18,"$172,473","$738,997",Yes,Mal,PhD,,112,Commercial,"$37,960",Panel Truck,5,No,8,$276,13,0,Highly Urban/ Urban,Bayern
1.15713E10,0,91,0,,"$41,148","$362,997",Yes,Mal,Bachelors,Teacher,110,Commercial,"$7,900",unknown,2,Yes,0,"$6,610",13,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
1091868234,0,50,2,17,"$119,511","$384,434",Yes,Fem,Masters,Professional,73,Private,"$21,450",Pickup,6,No,2,$302,,0,Highly Urban/ Urban,Thueringen
1.50589E10,0,43,0,17,"$28,343","$329,784",z_No,Mal,<High School,Teacher,86,Commercial,"$6,500",Pickup,1,No,3,"$3,451",3,1,Highly Urban/ Urban,Brandenburg
3162270361,0,50,0,17,"$19,484","$277,215",Yes,Mal,z_High School,Clerical,76,Private,"$12,270",Minivan,0,No,0,$388,8,0,z_Highly Rural/ Rural,Bayern
1555826152,0,33,1,12,"$21,412","$358,669",Yes,Fem,z_High School,Home Maker,50,Private,"$20,960",Minivan,1,Yes,5,$379,3,0,Highly Urban/ Urban,Bayern
